"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3285","Login with valid credentials","chromium","2026-04-21","passed","2026-04-21","","loginTest.spec.ts","",""
